plu;kd_brg;tipe;nm_brg;mobil ;nm_grup;kms1;isi;h_beli;h_jual1;foto;merk
1006079;KL;YA        ;KUL ARANG CARRY/AVANZA/GRAN MAX;;CARBON BRUSH        ;PCS       ;1;10000;50000;;CARBON BRUSH                                                                                        
1006080;KL;YA        ;BRUSH ALTER  NKR66/71;;CARBON BRUSH        ;PCS       ;1;10000;50000;;CARBON BRUSH                                                                                        
1006081;DL;YA        ;SWITCH KLAKSON HORN;;SWIT TELAKSON       ;PCS       ;1;40000;75000;;HORN                                                                                                
1006082;DI;YA;TUTUP TENK SOLAR FUSO;;TUTUP TANGKI;PCS;1;45000;95000;;GINEENG
1006083;DR;YA        ;B/R FUWA BLK LOB 8 LH;;BAUT RODA           ;PCS       ;1;43000;90000;;HWC                                                                                                 
1006084;RG;YA        ;B/R FUSO BELAKANG RH;;BAUT RODA           ;PCS       ;1;37500;85000;;HWC                                                                                                 
1006085;DL;YA        ;B/R FUSO BELAKANG  LH;;BAUT RODA           ;PCS       ;1;40000;85000;;HWC                                                                                                 
1006086;UI;YA;RING HES DEPAN FUSO;;RING HES;PCS;1;25000;65000;;SPECIA
1006087;K;YA        ;BOLAM BESAR K1 24V SPK;;BOLAM               ;PCS       ;1;1617;5000;;SPK                                                                                                 
1006088;K;YA        ;KLEM SELANG 1/2;;KLEM SELANG         ;PCS       ;1;1000;5000;;KLEM                                                                                                
1006089;DL;YA;BAUT BLK FUWA 16T/10L LB10;;BAUT RODA;PCS;1;40000;85000;;HWC
1006090;DL;YA;BAUT BLK HINO K2 LH;;BAUT RODA;PCS;1;40000;85000;;HWC
1006091;DL;YA;BAUT BLK HINO K2 RH;;BAUT RODA;PCS;1;40000;85000;;HWC
1006092;ER;YA        ;KYODO BEARING GREASE NO3 1LB;;PELUMAS             ;PCS       ;1;69178;95000;;KYODO YUSHI                                                                                         
1006093;RG;YA        ;B/R HINO 500 BLK LOB.10;;BAUT RODA           ;PCS       ;1;40000;85000;;HWC                                                                                                 
1006094;IK;YA        ;B/R NKR 66/71 BLK RH;;BAUT RODA           ;PCS       ;1;51000;95000;;MITSUDA                                                                                             
1006095;G;YA        ;B/R L300;;BAUT RODA           ;PCS       ;1;8000;25000;;JAC                                                                                                 
1006096;UG;YA        ;B/R T200/PS 100 ENGKEL LH ORI;;BAUT RODA           ;PCS       ;1;28000;65000;;TIGA BERLIAN                                                                                        
1006097;UG;YA;B/R T200/PS 100 ENGKEL RH ORI;;BAUT RODA ;PCS;1;28000;65000;;TIGA BERLIAN
1006098;KKI;YA;BRAKE PAD APV/AVANZA;;KAMPAS REM;PCS;1;115000;225000;;ADM 
1006099;KII;YA;BRAKE PAD NEW CARY;;KAMPAS REM;PCS;1;155000;275000;;MK.KASHIYAMA
1006100;KAL;YA;MUR HES BLK LOHAN;;MUR HES;PCS;1;190000;315000;;WAKASA
1006101;UR;YA;PERPAK MANIPOL KIJANG 3K/4K/5K;;"P;ERPAK";PCS;1;23000;50000;;HANJO
1006102;KG;YA;SEAL PERSENELENG BLK DUTRO;;SEAL PERSENELENG;PCS;1;15000;45000;;CORTECO
1006103;II;YA;VANBELT NEW CARRY 5PK992;;VANBELT;PCS;1;55000;115000;;ISUZU
1006104;DI;YA;SEAL PINION NKR71;;SEAL PINION;PCS;1;45000;95000;;ISUZU
1006105;KII;YA;FILTER UDARA NLR 55/NMR71 TRAGA;;FILTER UDARA;PCS;1;155000;250000;;ISUZU
1006106;KRI;YA;TANGKAI SEPION LOHAN KIRI;;TANGKAI SEPION;PCS;1;135000;235000;;ISUZU
1006107;KDI;YA;TANGKAI SEPION CANTER KIRI;;TANGKAI SEPION;PCS;1;145000;245000;;
1006108;KRI;YA;TANGKAI SEPION CANTER KANAN;;TANGKAI SEPION;PCS;1;135000;235000;;
1006109;RI;YA;SETOK PER BLK L300;;SETOK PER;PCS;1;35000;75000;;
1006110;KL;YA        ;PER GAS CANTER;;PER GAS             ;PCS       ;1;9500;25000;;SPECIA                                                                                              
1006111;I;YA;KARET SOK BEKER BLK CANTER MY021188;;KARET SOKBEKER;PCS;1;5000;15000;;
1006112;EUL;YA        ;VELG CANTER LUBANG 6;;VELG                ;PCS       ;1;720000;970000;;                                                                                                    
1006113;IL;YA;BUSHING MB192278;;BUSING;PCS;1;50000;125000;;
1006114;II;YA        ;B/R NKR 66/71 BLK LH;;BAUT RODA           ;PCS       ;1;55000;95000;;MITSUDA                                                                                             
1006115;IK;YA        ;B/R NKR 66/71 DEPAN RH;;BAUT RODA           ;PCS       ;1;51000;95000;;MITSUDA                                                                                             
1006116;IK;YA        ;B/R NKR 66/71 DEPAN LH;;BAUT RODA           ;PCS       ;1;51000;95000;;MITSUDA                                                                                             
1006117;RU;YA;FILTER SOLAR F-1304;;F.SOLAR;PCS;1;32500;75000;;SAKURA
1006118;EL;YA;KABEL GAS PS100 MB160044;;KABEL GAS ;PCS;1;70000;150000;;TIGA BERLIAN 
1006119;RIR;YA;CENTER BEARING ASSY+ KATER LOHAN 210;;CENTER BEARING ;PCS;1;350000;575000;;MITSUDA
1006120;UL;YA;PUNTIRAN KACA NKR 71;;PUTIRAN KACA;PCS;1;20000;45000;;
1006121;KRI;YA;C/O ASSY PS100  ME601290;;KOPLING BAWAH;PCS;1;135000;250000;;SANYCO
1006122;I;YA        ;SEAL ABU LOHAN;;SEAL ABU            ;PCS       ;1;4500;10000;;                                                                                                    
1006123;RU;YA;SAKLAR PANTUL ;;SAKLAR;PCS;1;32500;70000;;
1006124;UI;YA        ;FLASHER SEN HINO RENGER K3 81980-1310;;FLASHER             ;PCS       ;1;35500;75000;;KINEI PARTS                                                                                         
1006125;D;YA;FRUIT TEA;;MINUMAN;PCS;1;4000;7000;;SOSRO
1006126;I;YA;BAUT SOLAR 12;;BAUT SOLAR ;PCS;1;5000;15000;;BAUT SOLAR
1006127;I;YA;BAUT SOLAR 22;;BAUT SOLAR ;PCS;1;5000;20000;;BAUT SOLAR
1006128;I;YA;BAUT INJEKTOR;;BAUT INJEKTOR;PCS;1;5000;25000;;BAUT INJEKTOR
1006129;DE;YA;VANBELT ME900741 FUSO PS190/220;;VANBELT;PCS;1;46750;95000;;VANBELT 
1006130;KUI;YA;PANGKON MESIN DEPAN FUSO TAYO ;;PANGKON MESIN;PCS;1;125000;450000;;BK
1006131;DI;YA;VANBELT ME035062 FUSO;;VANBELT;PCS;1;45000;95000;;TIGA BERLIAN
1006132;DI;YA;VANBELT B .91;;VANBELT;PCS;1;45000;137000;;
1006133;DI;YA;VANBELT B .68;;VANBELT;PCS;1;45000;85000;;
1006134;DI;YA;VANBELT B .74;;VANBELT;PCS;1;45000;110000;;
1006135;DI;YA;VANBELT B .66;;VANBELT;PCS;1;45000;85000;;
1006136;DI;YA;VANBELT B .80;;VANBELT;PCS;1;45000;120000;;
1006137;DI;YA;VANBELT B .85;;VANBELT;PCS;1;45000;130000;;
1006138;DI;YA;VANBELT B .87;;VANBELT;PCS;1;45000;175000;;
1006139;DI;YA;VANBELT B .98;;VANBELT;PCS;1;45000;147000;;
1006140;DI;YA;VANBELT B .96;;VANBELT;PCS;1;45000;145000;;
1006141;DI;YA;VANBELT B .92;;VANBELT;PCS;1;45000;138000;;
1006142;DI;YA;VANBELT B .100;;VANBELT;PCS;1;45000;200000;;
1006143;DI;YA;VANBELT B .81;;VANBELT;PCS;1;45000;122000;;
1006144;DI;YA;VANBELT B .77;;VANBELT;PCS;1;45000;115000;;
1006145;DI;YA;VANBELT B .76;;VANBELT;PCS;1;45000;100000;;
1006146;DI;YA;VANBELT B .59;;VANBELT;PCS;1;45000;75000;;
1006147;DI;YA;VANBELT B .55;;VANBELT;PCS;1;45000;85000;;
1006148;DI;YA;VANBELT B .71;;VANBELT;PCS;1;45000;107000;;
1006149;DI;YA;VANBELT B .38;;VANBELT;PCS;1;45000;50000;;
1006150;DI;YA;VANBELT B .72;;VANBELT;PCS;1;45000;110000;;
1006151;DI;YA;VANBELT B .37;;VANBELT;PCS;1;45000;50000;;
1006152;DI;YA;VANBELT B .39;;VANBELT;PCS;1;45000;50000;;
1006153;DI;YA;VANBELT B .69;;VANBELT;PCS;1;45000;87000;;
1006154;DI;YA;VANBELT B .62;;VANBELT;PCS;1;45000;78000;;
1006155;DI;YA;VANBELT B .70;;VANBELT;PCS;1;45000;88000;;
1006156;DI;YA;VANBELT B .53;;VANBELT;PCS;1;45000;80000;;
1006157;DI;YA;VANBELT B .78;;VANBELT;PCS;1;45000;117000;;
1006158;DI;YA;VANBELT A .61;;VANBELT;PCS;1;45000;95000;;
1006159;DI;YA;VANBELT A .41;;VANBELT;PCS;1;45000;52000;;
1006160;DI;YA;VANBELT A .36;;VANBELT;PCS;1;45000;45000;;
1006161;DI;YA;VANBELT A .39;;VANBELT;PCS;1;45000;50000;;
1006162;DI;YA;VANBELT A .65;;VANBELT;PCS;1;45000;82000;;
1006163;DI;YA        ;LAMPU LED 24V MERAH LAMPU BAK SAMPING;;LAMPU LED           ;PCS       ;1;35000;75000;;                                                                                                    
1006164;DI;YA;VANBELT A .54;;VANBELT;PCS;1;45000;85000;;
1006165;DI;YA;VANBELT A .50;;VANBELT;PCS;1;45000;63000;;
1006166;KRI;YA;C/O ASSY NKR 66/71 B-ICO-S02;;MASTER KOPLING BAWAH;PCS;1;135000;235000;;BRIKENS 
1006167;U;YA;SABUN COLET;;SABUN;PCS;1;2000;5000;;
1006168;RI;YA;SELANG KOPLING BAWAH CANTER PS 125 ;;SELANG KOPLING;PCS;1;35000;95000;;ICON
1006169;I;YA;NEPEL SETEMPET L ;;NEPEL;PCS;1;5000;10000;;NEPEL SETEMPET
1006170;R;YA;NEPEL SETEMPET LURUS;;NEPEL;PCS;1;3000;10000;;NEPEL SETEMPET
1006171;I;YA        ;PITINGAN LAMPU K1 ATUM;;PITINGAN LAMPU      ;PCS       ;1;5500;15000;;CORDINATES                                                                                          
1006172;KI;YA;SETRUK PER BLK KUNING GRANMAX;;SETRUK PER;PCS;1;15000;75000;;1/2X7 1/2X3 1/32
1006173;KT;YA;SETRUK PER PS120/125;;SETRUK PER;PCS;1;16000;75000;;9/16X2 3/4 L
1006174;UG;YA;BAUT STABIL M18X300;;BAUT STABIL;PCS;1;28000;95000;;BAUT SETABIL
1006175;EE;YA;TALANG AIR CANTER PANJANG;;TALANG AIR;PCS;1;77000;150000;;TALANG AIR 
1006176;K;YA        ;BAUT 10 10CM M6 1cm;;BAUT                ;PCS       ;1;1000;8000;;BAUT                                                                                                
1006177;GI;YA;FILTER BENSIN NEW/AVANZA;;FILTER BENSIN ;PCS;1;85000;175000;;FILTER BENSIN
1006178;I;YA;PERPAK TBA;;PERPAK;PCS;1;5000;10000;;PERPAK
1006179;I;YA        ;KARET SHOCK BREKER DPN SILICON;;KARET SHOCK         ;PCS       ;1;5000;15000;;JENHAN                                                                                              
1006180;U;YA;O-RING KECIL ;;O-RING;PCS;1;2000;5000;;O-RING
1006181;U;YA;RING SOLAR;;RING SOLAR;PCS;1;2000;5000;;ALLEFIX
1006182;I;YA;BAUT 1O L 3CM;;BUAT;PCS;1;5000;10000;;BAUT BAJA
1006183;II;YA        ;B/R CANTER PS 136/HDX BLK LH;;BAUT RODA           ;PCS       ;1;55000;115000;;MITSUDA                                                                                             
1006184;II;YA        ;B/R CANTER PS 136/HDX BLK RH;;BAUT RODA           ;PCS       ;1;55000;115000;;MITSUDA                                                                                             
1006185;I;YA;NEPEL PEMBUANGAN MINYAK REM;;NEPEL;PCS;1;5000;15000;;NEPEL
1006186;UL;YA        ;SAKLAR KIRI DAN KANAN;;SAKLAR SEN          ;PCS       ;1;20000;45000;;SBM                                                                                                 
1006187;I;YA        ;BOLAM LAMPU REM CUMI BENING 12V;;BOLAM CUMI 12V      ;PCS       ;1;5000;25000;;STANLESTAR                                                                                          
1006188;DIL;YA;B/M PS 135 RAGASA 13/16;;REPARKIT BM;PCS;1;450000;850000;;BIRKENS
1006189;U;YA;SAMBUNGAN RANTAI 428;;RANTAI ;PCS;1;2000;10000;;NO MEREK
1006190;KI;YA;RING HES DEPAN DINA;;RING HES;PCS;1;5000;25000;;NO MEREK
1006191;EI;YA;B/R RINO DUTRO BLK LH(KIRI);;BAUT RODA ;PCS;1;75000;125000;;HEIKER
1006192;UL;YA;KABEL DOOR LOCK PINTU RH ;;KABEL DOOR LOCK AVAN;PCS;1;20000;50000;;TOYOTA
1006193;UL;YA;SEAL POWER SETERING FUSO;;SEAL POWER SETERING;PCS;1;20000;85000;;FUSO
1006194;AK;YA        ;PISTON CALIPER PANTHER B-IPC-001;;PISTON              ;PCS       ;1;91000;150000;C:\USERS\KASIR\DOWNLOADS\PISTON CALIPER PANTHER B-IPC-001.JPG;BIRKENS                                                                                             
1006195;I;YA;PER KANCING KAMPAS PS 100;;PER KANCING KAMPAS ;PCS;1;4500;45000;;NO MEREK 
1006196;KUE;YA;DONGKRAK BOTOL 2 TON ;;DONGKRAK BOTOL;PCS;1;127000;250000;;AKIO
1006197;URA;YA;STEMPET COBRA BESAR 10LB;;STEMPET COBRA 10LB;PCS;1;239000;350000;;COBRA
1006198;TLL;YA;B/M ASSY CANTER HDX;;REPARKIT BM;PCS;1;600000;1050000;;BRIKENS 
1006199;UL;YA;BAN DALEM  275-17;;BAN DALEM;PCS;1;20000;35000;;KING TUBE
1006200;UL;YA;BAN DALEM 275/ 300-14;;BAN DALEM ;PCS;1;20000;35000;;KING TUBE
1006201;UL;YA;BAN DALEM 250/275-17;;BAN DALEM KM2;PCS;1;20000;35000;;KING TUBE
1006202;UL ;YA;BAN DALEM 275/ 300-14;;BAN DALEM KM2;PCS;1;20000;35000;;KING TUBE
1006203;RLL;YA;B/M KIT NKR 71;;REPARKIT BM;PCS;1;28500;125000;;SH 
1006204;RL;YA;PER KANCING KAMPAS CANTER;;PER KANCING KAMPAS ;PCS;1;30000;65000;;JAC
1006205;TI;YA        ;BAN DALEM 6.00/7.00-14;;BAN DALEM           ;PCS       ;1;65000;150000;;ANGKASA                                                                                             
1006206;KAI;YA;BAN LUAR 90/80-14;;BAN LUAR ;PCS;1;195000;350000;;FDR
1006207;RR;YA;VANBELT 18-97085 131-A NHR;;VANBELT;PCS;1;33000;125000;;ISUZU
1006208;KRR;YA;MOTUL 5100 ESTER 4T;;OLI BENSIN 10W 40;PCS;1;133000;165000;;MOTUL 1 LITER
1006209;KLR;YA;MOTUL 510 POWERLUBE 2T;;OLI BENSIN;PCS;1;103000;130000;;MOTUL 1 LITER
1006210;II;YA;MOTUL SCOOTER LE 4T;;OLI BENSIN 10W30;PCS;1;55000;70000;;MOTUL 0,8 LITER
1006211;TI;YA;MOTUL GP MATIC;;OLI BENSIN 10W40;PCS;1;65000;85000;;MOTUL 1 LITER
1006212;IL;YA;MOTUL MOTO 0,8 ML;;OLI BENSIN 10W40;PCS;1;50000;65000;;MOTUL 0,8 LITER
1006213;II;YA;MOTUL MOTO 1 LITER;;OLI BENSIN 10W40;PCS;1;55000;70000;;MOTUL 1 LITER
1006214;KU;YA;SEAL KLEP XENIA;;SEAL KLEP;PCS;1;12500;20000;;ISUZU
1006215;KLL;YA;THERMOSTAT XENIA 1.3/ TERIOS;;THERMOSTAT;PCS;1;100000;175000;;VAAGEN
1006216;TL;YA;PERPAK MANIFOLD XENIA / TERIOS;;PERPAK;PCS;1;60000;105000;;JAC
1006217;EI;YA;KARET DEKSEL XENIA ;;KARET DEKSEL;PCS;1;75000;125000;;DAIHATSU
1006218;EI;YA;PERPAK SENDER KOP;;PERPAK SENDER KOP;PCS;1;75000;125000;;TOYOTA
1006219;UL;YA;SEAL KRUK AS DEPAN XENIA;;SEAL KRUK AS DEPAN ;PCS;1;20000;35000;;CORTECO
1006221;;YA        ;SAMBUNGAN SELANG 1OMM;;SELANG              ;PCS       ;1;15000;40000;;NOMEREK                                                                                             
1006225;;YA;VANBELT A56;;FANBEL              ;PCS ;1;60000;105000;;MITSUBOSHI                                               
1006226;;YA;KANCING BODY;;NO MEREK            ;PCS ;1;500;2500;;
1006227;;YA        ;TIE ROD CANTER PS 125;;TIE ROD             ;PCS       ;1;167000;325000;;SPOT SHOT                                                                                           
1006228;;YA;TANGKAI SEPION LOHAN KANAN;;SEPION              ;PCS ;1;100000;195000;;                                                         
1006229;;YA        ;TIEROD M10X10 LH;;TIE ROD             ;PCS       ;1;53000;95000;;UMC                                                                                                 
1006230;;YA;BENSIN;;NO MEREK            ;LT  ;1;10000;13000;;
1006231;;YA        ;SPI NAP;;NO MEREK            ;PCS       ;1;5000;15000;;                                                                                                    
1006232;;YA        ;BAUT NAP DUTRO;;BAUD NAP            ;PCS       ;1;7000;25000;;                                                                                                    
1006233;;YA;SELENOID KARBURATOR KIJANG 7K;;NO MEREK            ;PCS ;1;85000;165000;;
1006234;;YA        ;RING HES BELAKANG FM-517 MC-817031;;SWITCH ETRET        ;PCS       ;1;30000;95000;;                                                                                                    
1006235;;YA        ;B/R RINO DUTRO DPN LH TANEM;;BAUT RODA           ;PCS       ;1;35000;85000;;HWC                                                                                                 
1006236;;YA        ;PER P80X8X1,2;;PER                 ;PCS       ;1;325000;550000;;INDO SPRING                                                                                         
1006237;;YA        ;PER P70X8X1,2;;PER                 ;PCS       ;1;220000;500000;;INDO SPRING                                                                                         
1006238;;YA;KABEL ROL 4.0;;KABEL SKUN          ;MTR ;1;5000;25000;;
1006239;;YA        ;SEAL KLEP GRAN MAX;;SEAL KLEP           ;PCS       ;1;10000;20000;;                                                                                                    
1006240;;YA        ;SPI KREK AS GRAN MAX;;SPI                 ;PCS       ;1;20000;75000;;PAN                                                                                                 
1006241;;YA        ;KLEP GRAN MAX;;KLEP                ;PCS       ;1;72500;125000;;PAN                                                                                                 
1006242;;YA;PERPAK SENDERKOP GRAN MAX;;PERPAK              ;PCS ;1;65000;175000;;
1006243;;YA        ;KLAKSON 12V TMC;;KLAKSONE            ;PCS       ;1;32000;75000;;TMC                                                                                                 
1006244;RU;YA        ;KLAKSON 24V TMC;;KLAKSONE ANGIN      ;PCS       ;1;32000;75000;;TMC                                                                                                 
1006245;;YA;SELANG BY PAS LUXIO;;SELANG              ;PCS ;1;40000;125000;;TYK                                                      
1006246;;YA        ;TANG SEPI BUKA BENGKONG;;TANG                ;PCS       ;1;27000;75000;C:\USERS\KASIR\DOWNLOADS\IMAGES.JPG;VENUS                                                                                               
1006247;;YA        ;TANG SEPI BUKA LURUS;;TANG                ;PCS       ;1;27000;75000;C:\USERS\KASIR\DOWNLOADS\TANG SEPI.JPG;VENUS                                                                                               
1006248;;YA        ;TANG SEPI TUTUP LURUS;;TANG                ;PCS       ;1;27000;75000;C:\USERS\KASIR\DOWNLOADS\TANG SEPI.JPG;VENUS                                                                                               
1006249;;YA        ;TANG SEPI TUTUP BENGKOK;;TANG                ;PCS       ;1;27000;75000;C:\USERS\KASIR\DOWNLOADS\IMAGES.JPG;VENUS                                                                                               
1006250;;YA;SIL REM NKR 58 80423;;SIL REM             ;PCS ;1;20000;40000;;
1006251;;YA;"TANG 6"" NISHIO";;TANG                ;PCS ;1;19000;35000;;NISHIO                                                   
1006252;;YA        ;ISI KATER;;KATER               ;PCS       ;1;5000;10000;;JOYKO                                                                                               
1006253;;YA        ;BAUT 12 M8 5cm;;BAUT                ;PCS       ;1;1000;4000;;BAUT                                                                                                
1006254;;YA        ;BAUT 12 M8 7cm;;BAUT                ;PCS       ;1;2000;5000;;BAUT                                                                                                
1006255;;YA;BAUT 12 M8 10CM;;BAUT                ;PCS ;1;3000;8000;;BAUT                                                     
1006256;;YA        ;BAUT 12 M8 12CM;;BAUT                ;PCS       ;1;45000;10000;;BAUT                                                                                                
1006257;;YA;BAUT 14 M10 3CM;;BAUT                ;PCS ;1;1500;5000;;BAUT                                                     
1006258;;YA;BAUT 14 M10 5CM;;BAUT                ;PCS ;1;1500;6000;;BAUT                                                     
1006259;;YA;BAUT 14 M10 7CM;;BAUT                ;PCS ;1;3500;8000;;BAUT                                                     
1006260;;YA;BAUT 14 M10 10CM;;BAUT                ;PCS ;1;4500;10000;;BAUT                                                     
1006261;;YA;BAUT 17 M12 3CM;;BAUT                ;PCS ;1;2500;5000;;BAUT                                                     
1006262;;YA;BAUT 17 M12 5CM;;BAUT                ;PCS ;1;3000;7000;;BAUT                                                     
1006263;;YA;BAUT 17 M12 7CM;;BAUT                ;PCS ;1;5000;10000;;BAUT                                                     
1006264;;YA;BAUT 17 M12 10CM;;BAUT                ;PCS ;1;7000;12000;;BAUT                                                     
1006265;;YA;VANBELT A30;;FANBEL              ;PCS ;1;15000;40000;;MITSUBOSHI                                               
1006266;;YA;SETRUK PER BLK L300 GRANMAX NEW CERY;;BEGEL BAJA          ;PCS ;1;14000;75000;;MIG                                                      
1006267;;YA;BAUT STABIL M18X150;;BAUT                ;PCS ;1;17000;50000;;MIG                                                      
1006268;;YA;SIL ABU DYNA LOHAN FUSO 04906-37110;;SIL ABU             ;PCS ;1;4000;10000;;SPECIA                                                   
1006269;;YA        ;BAUT NAP CANTER;;BAUT NAP            ;PCS       ;1;4000;25000;;WAKASA                                                                                              
1006270;;YA;SEGITIGA PLASTIK;;NO MEREK            ;PCS ;1;7500;25000;;DNY                                                      
1006271;;YA        ;FILTER OLI  C-1104;;F OLI               ;PCS       ;1;34055;95000;C:\USERS\KASIR\DOWNLOADS\DF4E7742A172EC251CF52D27AC7530AE.JPG;SAKURA                                                                                              
1006272;;YA;BEARING DEPAN LUAR GIGA HH 506349;;BEARING             ;PCS ;1;650000;950000;;
1006273;;YA;TIE ROD END NKR ALL;;TIE ROD             ;PCS ;1;315070;475000;;
1006274;;YA;TIE ROD END DUTRO HT;;TIE ROD             ;PCS ;1;173950;350000;;                                                         
1006275;;YA;TIE ROD END CANTER PS125;;TIE ROD             ;PCS ;1;176400;350000;;
1006276;;YA        ;C/O ASSY NKR 71;;MASTER KOPLING BAWAH;PCS       ;1;130000;250000;;SANYCO                                                                                              
1006277;;YA        ;SELANG SOLAR UNIVERSAL 06150-95014;;SELANG              ;PCS       ;1;43600;95000;;WAKASA                                                                                              
1006278;;YA        ;SELANG SOLAR 06150-95010 UNIVERSAL;;SELANG              ;PCS       ;1;39600;75000;;WAKASA                                                                                              
1006279;;YA        ;BANTALAN PER  PS125;;BANTALAN PER        ;PCS       ;1;47200;110000;;WAKASA                                                                                              
1006280;;YA        ;PER GARPU KOPLING COLT DIESEL PS100;;PER                 ;PCS       ;1;6000;20000;;WAKASA                                                                                              
1006281;;YA        ;TIE ROD END SUZUKI CARRY;;TIE ROD             ;PCS       ;1;0;350000;;555
1006282;;YA        ;PER GARPU KOPLING HINO LOHAN;;PER                 ;PCS       ;1;22400;45000;;WAKASA                                                                                              
1006283;;YA        ;HANGER JOINT KOPEL HINO RANGER;;GANTUNGAN KOPEL     ;PCS       ;1;200000;350000;;WAKASA                                                                                              
1006284;;YA        ;HANGER JOINT KOPEL HINO LOHAN;;GANTUNGAN KOPEL     ;PCS       ;1;240000;425000;;WAKASA                                                                                              
1006285;;YA;RING BAUT 17 M12;;BAUT                ;PCS ;1;500;2000;;                                                         
1006286;;YA;TIE ROD END PS 100;;TIE ROD             ;PCS ;1;67500;145000;;555
1006287;;YA;RING BAUT 19 M14;;BAUT                ;PCS ;1;500;2000;;
1006288;;YA        ;WHEEL CYLINDER B-HNWR-S12;;SILINDER RODA REM   ;PCS       ;1;0;685000;;BIRKENS                                                                                             
1006289;;YA        ;WHEEL CYLINDER B-HNWR-S15;;SILINDER RODA REM   ;PCS       ;1;0;695000;;BIRKENS                                                                                             
1006290;;YA;WHEEL CYLINDER B-MWF-S48;;SILINDER RODA REM   ;PCS ;1;0;615000;;BIRKENS                                                  
1006291;;YA;WHEEL CYLINDER MC811055;;SILINDER RODA REM   ;PCS ;1;0;650000;;UMC                                                      
1006292;;YA;WHEEL CYLINDER MC808344;;SILINDER RODA REM   ;PCS ;1;0;450000;;UMC                                                      
1006293;;YA;WHEEL CYLINDER 8800105234063;;SILINDER RODA REM   ;PCS ;1;0;250000;;BGF                                                      
1006294;;YA;WHEEL CYLINDER 8800000114385;;SILINDER RODA REM   ;PCS ;1;0;450000;;BGF                                                      
1006295;;YA;LAHER KOPEL DYNA;;LAHER KOPEL         ;PCS ;1;0;550000;;WAKASA                                                   
1006296;;YA        ;LAHER KOPEL TOYOTA WU 340HT;;LAHER KOPEL         ;PCS       ;1;0;550000;;WAKASA                                                                                              
1006297;;YA;LAHER KOPEL TOYOTA WU 342HD;;LAHER KOPEL         ;PCS ;1;0;575000;;WAKASA                                                   
1006298;;YA        ;LAHER KOPEL NISSAN CKA12;;LAHER KOPEL         ;PCS       ;1;0;575000;;WAKASA                                                                                              
1006299;;YA;LAHER KOPEL NISSAN CWB450;;LAHER KOPEL         ;PCS ;1;0;650000;;WAKASA                                                   
1006300;;YA;B/R RINO DUTRO BLK RH(KANAN);;BAUT RODA           ;PCS ;1;0;125000;C:\USERS\KASIR\DOWNLOADS\BAUT RODA RINO DUTRO BLK RH(KANAN).JPG;HEIKER                                                   
1006301;;YA        ;KARET KOPEL GANTUNG H-MCB-001;;KARET KOPEL         ;PCS       ;1;288000;450000;;HEIKER                                                                                              
1006302;;YA        ;KARET KOPEL GANTUNG H-HNCB-007;;KARET KOPEL         ;PCS       ;1;318000;550000;;HEIKER                                                                                              
1006303;;YA        ;KARET KOPEL GANTUNG H-NCB-002;;KARET KOPEL         ;PCS       ;1;0;875000;;HEIKER                                                                                              
1006304;;YA        ;KARET KOPEL GANTUNG H-HNCB-003;;KARET KOPEL         ;PCS       ;1;0;985000;;HEIKER                                                                                              
1006305;;YA        ;KARET KOPEL GANTUNG H-HNCB-001;;KARET KOPEL         ;PCS       ;1;855000;1250000;;HEIKER                                                                                              
1006306;;YA;KARET KOPEL GANTUNG H-HNCB-005;;KARET KOPEL         ;PCS ;1;359000;585000;;HEIKER                                                   
1006307;;YA        ;CARBU CLEAN 300ML;;CLEANER             ;PCS       ;1;12500;25000;;PETROASIA                                                                                           
1006308;;YA;CHAIN LUBE 300ML;;CLEANER             ;PCS ;1;12500;20000;;PETROASIA                                                
1006309;;YA;CARBU CLEAN 500ML;;CLEANER             ;PCS ;1;18000;35000;;PETROASIA                                                
1006310;;YA        ;FILTER SOLAR NKR71 16-98319912-0;;F SOLAR BAWAH       ;PCS       ;1;61000;95000;;ISUZU                                                                                               
1006311;;YA;WHEEL CYLINDER B-TWF-S08;;SILINDER RODA REM   ;PCS ;1;137000;215000;;BIRKENS                                                  
1006312;;YA;WHEEL CYLINDER B-TWF-S07;;SILINDER RODA REM   ;PCS ;1;137000;215000;;BIRKENS                                                  
1006313;;YA;WHEEL CYINDER B-NWR-S09;;SILINDER RODA REM   ;PCS ;1;106000;160000;;BIRKENS                                                  
1006314;;YA;WHEEL CYLINDER B-IWR-S11;;SILINDER RODA REM   ;PCS ;1;98000;150000;;BIRKENS                                                  
1006315;;YA        ;WHEEL CYLINDER B-DWR-S02;;SILINDER RODA REM   ;PCS       ;1;92000;140000;;BIRKENS                                                                                             
1006316;;YA;WHEEL CYLINDER B-DWR-S01;;SILINDER RODA REM   ;PCS ;1;92000;165000;;BIRKENS                                                  
1006317;;YA;WHEEL CYLINDER B-TWF-S37;;SILINDER RODA REM   ;PCS ;1;73000;125000;;BIRKENS                                                  
1006318;;YA;WHEEL CYLINDER B-TWF-S38;;SILINDER RODA REM   ;PCS ;1;73000;125000;;BIRKENS                                                  
1006319;;YA;WHEEL CYLINDER B-MWR-S17;;SILINDER RODA REM   ;PCS ;1;102000;153000;;BIRKENS                                                  
1006320;;YA;WHEEL CYLINDER B-MWR-S16;;SILINDER RODA REM   ;PCS ;1;102000;160000;;BIRKENS                                                  
